song,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Most_Common_Melodic_Interval,Number_of_Common_Melodic_Intervals,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Direction_of_Melodic_Motion,Most_Common_Vertical_Interval,Second_Most_Common_Vertical_Interval,Distance_Between_Two_Most_Common_Vertical_Intervals,Prevalence_of_Second_Most_Common_Vertical_Interval,Vertical_Unisons,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Standard_Triads,Diminished_and_Augmented_Triads,Dominant_Seventh_Chords,Non-Standard_Chords,Complex_Chords,Minor_Major_Triad_Ratio,Total_Number_of_Notes,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Skewness,Median_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Offset,Median_Partial_Rest_Duration,Variability_of_Partial_Rest_Durations,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Note_Density,Note_Density_Variability,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Similar_Motion,Contrary_Motion,Parallel_Fifths,Dynamic_Range,Average_Note_to_Note_Change_in_Dynamics,pcm_intensity_sma_min,pcm_intensity_sma_minPos,pcm_loudness_sma_range,pcm_loudness_sma_maxPos,pcm_loudness_sma_linregc1,pcm_loudness_sma_skewness,pcm_zcr_sma_min,pcm_zcr_sma_maxPos,pcm_zcr_sma_minPos,pcm_zcr_sma_linregc1,pcm_zcr_sma_stddev,pcm_zcr_sma_skewness,F0_sma_maxPos,F0_sma_linregerrQ,F0env_sma_max,F0env_sma_min,F0env_sma_maxPos,F0env_sma_linregc1,F0env_sma_linregerrQ,F0env_sma_skewness,F0env_sma_kurtosis,F0env_sma_quartile3,BPM
Q2_Q5b5unyP8BM_0,77.0,0.4545,0.3469,0.1986,6.0,2.0,12.0,1.0,0.4894,0.3302,0.02778,0.02469,0.0,0.03086,0.01852,0.03704,0.1451,0.537,0.6923,0.4349,0.0,7.0,7.0,0.1842,0.0,0.02527,0.1138,0.0,0.0978,0.1842,0.07793,0.1036,0.04386,0.0,0.0,0.5239,0.05446,2.0,418.0,0.002392,0.1603,0.125,6.0,0.125,1.0,0.0,0.4759,1.0,0.05208,0.3281,0.12,0.0,44.0,1.318,1.047,10.88,4.12,0.366,0.0,12.0,44.0,58.0,1.318,0.3007,0.09368,0.0,62.0,6.902,3.6544314e-09,858.0,1.9015794,3518.0,1.7041766e-05,0.4397927,0.011666667,736.0,899.0,-2.032148e-06,0.006982108,1.9658765,368.0,27558.754,456.56396,31.746033,369.0,0.00011965314,431.70917,-2.1591241,41.899166,387.28195,130.04978942871094
Q4_UbKAl4roB8k_1,41.0,0.4306,0.5417,0.02778,3.0,2.0,8.0,3.0,0.6889,0.4691,0.02182,0.01455,0.0,0.09818,0.1964,0.06909,0.1127,0.3055,1.3,0.4944,7.0,3.0,4.0,0.166,0.0,0.0233,0.2204,0.01173,0.08914,0.2272,0.1074,0.1299,0.01713,0.0,0.0,0.5585,0.2624,7.016,288.0,0.02083,0.2326,0.125,8.0,1.0,0.6569,2.0,1.017,1.0,0.125,0.0,0.0,0.0,41.0,1.049,1.409,7.202,1.88,0.02431,0.0,13.0,41.0,43.0,1.049,0.2141,0.0507,0.008451,59.0,9.274,2.6801438e-08,436.0,3.227508,2556.0,3.3911772e-06,0.44501382,0.004444444,2400.0,1808.0,-2.7152618e-07,0.003323083,0.22966738,2715.0,28067.018,439.81128,31.25,2722.0,0.001526754,159.22916,-10.424439,249.81453,376.01367,103.91598510742188
Q1_Y5JcZQ0xg4Y_3,55.0,0.2524,0.3981,0.3495,5.0,2.0,12.0,0.0,0.7143,0.3578,0.0367,0.02141,0.009174,0.0367,0.09174,0.04587,0.08563,0.4862,1.118,0.5111,0.0,7.0,7.0,0.1191,0.0,0.03187,0.2018,0.03722,0.1068,0.1191,0.1359,0.1042,0.1714,0.02065,0.02601,0.5982,0.2419,0.005859,412.0,0.009709,0.2184,0.125,12.0,1.0,0.582,2.0,0.7708,1.0,0.08594,0.3333,0.0433,3.0,43.0,1.488,1.115,8.242,3.192,0.1189,3.0,9.0,43.0,64.0,1.488,0.2926,0.09874,0.003591,54.0,9.299,1.1903394e-09,4687.0,2.8876991,1576.0,-8.653706e-05,0.20993192,0.006944444,2951.0,3998.0,-2.2990756e-07,0.0057978644,0.6747183,3912.0,29567.146,448.44226,31.25,3919.0,0.00040585123,216.32639,-5.649013,110.73699,375.2741,128.0841064453125
Q2_sEQf5lcnj_o_1,65.0,0.3627,0.3288,0.3085,6.0,2.0,12.0,3.0,0.6129,0.4374,0.01869,0.003738,0.003738,0.1065,0.08224,0.01869,0.1738,0.3589,1.304,0.4838,0.0,7.0,7.0,0.1504,0.0,0.04184,0.1959,0.008282,0.1387,0.1504,0.1316,0.08138,0.08185,0.0,0.007614,0.4619,0.3462,1.247,590.0,0.01186,0.322,0.125,12.0,0.5,0.9773,1.0,0.7114,1.0,0.08854,0.138,0.224,0.0,42.0,1.595,1.236,15.15,7.219,0.1475,0.0,10.0,42.0,67.0,1.595,0.2669,0.01649,0.006944,84.0,11.98,3.383981e-09,305.0,3.01772,2778.0,0.00011593912,0.5093486,0.012222223,1521.0,2028.0,9.2418884e-07,0.0051330742,0.36545032,2721.0,27500.791,423.48947,31.25,2726.0,0.0016070781,328.73782,-4.692385,73.15659,389.18127,134.0213165283203
Q2_D-gDPh9ZpFk_0,52.0,0.4919,0.4007,0.1075,5.0,2.0,7.0,2.0,0.9773,0.5241,0.01724,0.0,0.003448,0.1517,0.05517,0.03793,0.1483,0.3586,1.0,0.4807,7.0,2.0,5.0,0.1496,0.0,0.01412,0.1634,0.003004,0.1333,0.198,0.1046,0.09728,0.06256,0.0,0.0,0.6846,0.3403,4.82,307.0,0.01954,0.2769,0.125,12.0,0.125,1.0,0.0,0.6296,1.0,0.0625,0.1667,0.1349,0.0,52.0,1.182,1.094,8.308,3.842,0.1857,0.0,15.0,52.0,44.0,1.182,0.2395,0.02611,0.009081,55.0,10.87,1.1190306e-09,50.0,2.5870368,2214.0,8.6445616e-05,0.8471682,0.008611111,2177.0,475.0,2.0486393e-06,0.0053305775,0.65537655,2290.0,26129.586,424.46652,0.0,2292.0,0.0011777788,344.44318,-9.184008,162.66545,376.65967,129.52757263183594
Q3_2v6gJi03LlA_1,51.0,0.2643,0.4071,0.3286,4.0,3.0,8.0,0.0,0.9545,0.4719,0.07865,0.01498,0.003745,0.05618,0.09738,0.02247,0.06742,0.4307,1.05,0.5081,3.0,0.0,3.0,0.116,0.0,0.0574,0.2568,0.05256,0.08597,0.1128,0.1419,0.07376,0.08236,0.0002298,0.0,0.8765,0.53,0.0,280.0,0.1429,0.425,0.125,12.0,1.5,0.9574,3.0,0.8216,1.0,0.1042,0.1901,0.02946,0.0,47.0,1.468,1.062,7.002,2.874,0.04643,0.0,13.0,47.0,69.0,1.468,0.2573,0.01635,0.0008606,84.0,16.23,4.5043222e-10,1880.0,1.9227498,3279.0,-4.663464e-05,0.5437364,0.006388889,1906.0,854.0,3.0103831e-06,0.0070234872,0.7997033,3454.0,21426.521,436.1351,31.25,3455.0,0.0012745821,212.98593,-7.621251,156.40936,376.99844,69.78565979003906
Q1_1vjy9oMFa8c_2,52.0,0.4525,0.5251,0.02235,3.0,2.0,12.0,3.0,0.6552,0.4969,0.05521,0.0,0.0,0.1166,0.07975,0.03681,0.1779,0.3681,0.4,0.4805,0.0,7.0,7.0,0.2128,0.0,0.02044,0.1943,6.628e-05,0.1248,0.2128,0.09064,0.04166,0.2491,0.0,0.0,0.4378,0.01606,0.001097,179.0,0.07263,0.4246,0.125,12.0,0.75,0.9394,1.0,1.44,1.0,0.1198,0.5026,0.0,0.0,45.0,1.222,1.148,5.968,0.9819,0.01676,0.0,12.0,45.0,55.0,1.222,0.3048,0.006928,0.006928,63.0,15.09,4.7202713e-09,2976.0,2.2920744,996.0,3.4419896e-05,0.5993172,0.005555555,1673.0,2178.0,-3.9263167e-08,0.0050445916,0.9339497,1960.0,30920.074,414.58447,0.0,1961.0,0.020768609,3874.2742,-5.2977214,29.62509,376.35745,135.79135131835938
Q4_Ie5koh4qvJc_1,48.0,0.2667,0.5067,0.2267,2.0,2.0,12.0,1.0,0.3462,0.4526,0.007299,0.0292,0.0146,0.0292,0.08029,0.0146,0.1898,0.4818,1.286,0.5221,0.0,4.0,4.0,0.1679,0.0,0.001196,0.3193,0.02095,0.06864,0.1377,0.1897,0.009544,0.4098,0.001059,0.1259,0.09158,0.001129,0.1205,150.0,0.06,0.2933,0.125,12.0,1.0,0.5926,2.0,0.9293,1.0,0.125,1.289,0.0,0.0,56.0,1.036,1.581,3.85,1.776,0.02667,0.0,16.0,56.0,58.0,1.036,0.2798,0.01939,0.0,54.0,14.21,9.90105e-10,869.0,2.408042,2074.0,6.502437e-05,0.9225922,0.0052777776,683.0,2704.0,-5.588741e-07,0.005919613,1.1635172,794.0,6019.9487,397.20505,31.25,512.0,0.00051049603,149.79109,-13.450515,309.08096,375.11478,111.5609359741211
Q1_s6-SbDSZzEU_1,55.0,0.3617,0.4,0.2383,4.0,2.0,12.0,3.0,0.775,0.4747,0.01843,0.004608,0.0,0.1429,0.08756,0.03226,0.1843,0.3733,0.5714,0.4742,0.0,7.0,7.0,0.1854,0.0,0.0356,0.1604,0.006893,0.1096,0.1854,0.1367,0.0952,0.04898,0.0,0.0002549,0.6836,0.2352,0.2408,235.0,0.03404,0.3787,0.125,12.0,1.0,0.9804,2.0,0.4894,1.0,0.1094,0.6276,0.0,0.0,44.0,1.477,1.573,6.504,3.148,0.004255,0.0,16.0,44.0,65.0,1.477,0.3674,0.01233,0.003699,54.0,12.09,1.13802185e-08,2128.0,2.7895098,677.0,-0.00013908386,0.6511037,0.006944444,2525.0,1595.0,-1.4550137e-06,0.007494415,0.69438237,1221.0,28383.918,411.12448,31.25,1224.0,-0.0029071039,258.74542,-7.8178587,123.455185,375.03915,130.03414916992188
Q3_kDGmND1BgmA_1,26.0,0.0,0.2838,0.7162,6.0,2.0,7.0,4.0,0.6667,0.5738,0.01639,0.0,0.0,0.2459,0.1803,0.08197,0.09836,0.1639,0.0,0.45,7.0,3.0,4.0,0.1427,0.0,0.03658,0.2037,0.0212,0.1285,0.1593,0.117,0.1235,0.0,0.0,0.0,0.9519,0.8959,0.0,74.0,0.6216,0.3649,0.125,12.0,8.0,0.8,2.0,0.5196,1.0,0.2474,0.9635,0.0,3.0,63.0,1.033,1.432,2.467,0.9383,0.01351,3.0,12.0,63.0,61.0,1.033,0.3054,0.0,0.03347,66.0,10.05,1.3964043e-09,1517.0,3.025655,2617.0,-3.994167e-05,1.2171457,0.018055556,286.0,234.0,7.102619e-07,0.0076215733,0.6227256,1340.0,3277.4548,446.17007,37.73585,1520.0,-0.004508676,387.2286,-3.1001313,53.140785,400.35202,125.06327056884766
Q2_k-FNDbK6Qhg_2,65.0,0.4424,0.497,0.06061,4.0,3.0,12.0,2.0,0.8256,0.4089,0.04222,0.008889,0.006667,0.05778,0.09778,0.02222,0.1911,0.3267,2.75,0.529,0.0,5.0,5.0,0.2204,0.0,0.02895,0.1021,0.01417,0.2204,0.1276,0.08175,0.093,0.05272,0.003563,0.0003897,0.4641,0.1768,0.7635,495.0,0.008081,0.1515,0.125,6.0,0.125,1.0,0.0,1.446,1.0,0.05469,0.2188,0.0984,0.0,40.0,1.125,1.183,12.59,3.163,0.5293,0.0,13.0,40.0,45.0,1.125,0.3391,0.03457,0.003989,76.0,8.719,1.932038e-10,49.0,2.4557288,3658.0,0.00017526094,0.98255426,0.0052777776,488.0,74.0,-1.8134942e-08,0.005775886,0.50295335,2621.0,29236.205,451.69922,31.25,2782.0,0.0032859936,237.77022,-5.315871,111.85928,384.8833,118.10368347167967
Q2_UE0y8MHqT-g_1,82.0,0.3885,0.2981,0.3135,6.0,2.0,12.0,1.0,0.2615,0.4499,0.01919,0.01279,0.0,0.02985,0.04904,0.01919,0.2772,0.3817,1.333,0.4957,0.0,7.0,7.0,0.1567,0.0,0.03592,0.1809,0.001364,0.1357,0.1567,0.1047,0.08267,0.137,0.0,0.0,0.6638,0.1245,0.6695,520.0,0.03269,0.3942,0.125,8.0,2.0,0.9167,2.0,0.6627,1.0,0.09375,0.1693,0.0,0.0,62.0,1.348,1.04,10.4,3.984,0.003846,0.0,14.0,62.0,46.0,1.348,0.3711,0.02003,0.002924,74.0,12.31,5.724271e-09,40.0,3.2888892,4450.0,7.5408636e-05,0.37259614,0.0113888895,4644.0,1325.0,3.4927743e-06,0.009528609,1.635099,1640.0,25238.768,450.2191,0.0,4680.0,0.007287461,861.53485,-7.2646494,85.10366,392.00455,122.6587371826172
Q3_zjr_-ql5Avk_1,50.0,0.3871,0.5591,0.05376,6.0,2.0,12.0,2.0,0.875,0.4474,0.01316,0.01316,0.01316,0.09211,0.06579,0.02632,0.1053,0.4342,2.0,0.48,5.0,7.0,2.0,0.1411,0.0,0.0345,0.1757,0.01759,0.1438,0.1411,0.1279,0.1054,0.09774,0.0,0.0,0.8832,0.6593,3.658,93.0,0.7312,0.5376,0.125,12.0,12.0,0.5938,1.0,-0.3822,1.0,0.3438,0.8073,0.0,2.0,55.0,2.0,3.808,1.86,0.3991,0.06452,2.0,2.0,55.0,110.0,2.0,0.3286,0.0,0.00939,38.0,10.45,2.0440405e-10,389.0,2.1249042,49.0,-8.482348e-06,0.92848414,0.0,4300.0,35.0,6.658665e-08,0.0036246353,0.055349756,3963.0,16054.643,424.40796,31.25,2157.0,0.0005048237,126.08116,-12.129635,316.74017,375.00116,109.99193572998048
Q4_e838BE_MH6s_0,59.0,0.09774,0.6917,0.2105,2.0,2.0,3.0,2.0,0.7429,0.525,0.008333,0.0125,0.0125,0.07917,0.1208,0.04167,0.1083,0.2625,2.188,0.5252,7.0,3.0,4.0,0.1538,0.0,0.01218,0.252,0.02338,0.1217,0.1593,0.144,0.08574,0.2859,0.0003609,0.1682,0.2861,0.1978,0.003675,266.0,0.02256,0.6541,0.125,6.0,0.75,0.3689,3.0,1.533,1.0,0.1016,0.9271,0.321,0.0,47.0,1.489,1.304,6.652,1.866,0.01504,0.0,10.0,47.0,70.0,1.489,0.3701,0.0423,0.0136,77.0,12.64,1.1507284e-13,13.0,1.7850161,1604.0,-6.711458e-07,0.3938106,0.009722222,38.0,1854.0,-3.822241e-06,0.030060384,7.67265,3828.0,30848.025,463.28427,0.0,3630.0,0.011935459,2050.055,-6.635957,53.22724,387.58057,142.70730590820312
Q2_8c7kcmsnf-s_0,60.0,0.3734,0.53,0.09661,2.0,2.0,12.0,1.0,0.4026,0.3696,0.01433,0.02292,0.0,0.04011,0.02579,0.03725,0.2206,0.5731,0.75,0.468,0.0,7.0,7.0,0.1488,0.0,0.0477,0.1827,0.001637,0.1023,0.1488,0.09385,0.1056,0.08871,0.0,0.0,0.7283,0.2135,0.0105,383.0,0.03133,0.5875,0.125,12.0,0.75,0.4125,1.0,0.9436,1.0,0.08073,2.323,0.9005,1.0,42.0,1.167,1.385,9.795,5.032,0.01828,1.0,12.0,42.0,49.0,1.167,0.3024,0.01351,0.001689,47.0,9.486,0.0,0.0,2.859929,1453.0,-5.8416477e-05,0.21760881,0.0075,0.0,135.0,-2.5466858e-05,0.12179751,7.708163,1692.0,23364.842,428.84464,0.0,1692.0,0.021762239,3268.5896,-5.2514215,30.429594,375.391,145.11862182617188
Q3_c6CwY8Gbw0c_4,55.0,0.2691,0.2238,0.5071,2.0,2.0,4.0,1.0,0.8485,0.4308,0.08805,0.0,0.01887,0.06289,0.0566,0.006289,0.07547,0.4371,0.5455,0.5241,0.0,7.0,7.0,0.1732,0.0,0.01955,0.213,0.009904,0.1103,0.1732,0.1577,0.05339,0.293,0.0,0.0,0.5852,0.1847,0.3104,353.0,0.05099,0.255,0.125,12.0,0.5,0.5056,2.0,1.094,1.0,0.05208,0.6719,0.0,1.0,58.0,1.328,1.423,8.827,4.302,0.08215,1.0,11.0,58.0,77.0,1.328,0.2782,0.01091,0.006364,70.0,13.54,1.8656894e-10,3484.0,4.4190307,1997.0,-0.00015230251,1.2528563,0.009444444,2072.0,8.0,2.8058204e-07,0.00872592,-0.09217022,3295.0,5597.703,419.5059,31.25,863.0,0.0005997923,247.20912,-9.309599,143.57681,376.2066,114.839599609375
Q3_H6_7DjsbROQ_0,31.0,0.1711,0.8289,0.0,4.0,3.0,4.0,4.0,0.8684,0.5537,0.06376,0.03356,0.02013,0.09396,0.1141,0.07047,0.1074,0.1208,0.4474,0.4767,3.0,4.0,1.0,0.1162,0.0,0.07474,0.252,0.04893,0.08309,0.1103,0.1522,0.08673,0.06936,0.0007299,0.1598,0.7475,0.5904,8.716,304.0,0.1875,0.5757,0.125,12.0,0.75,0.9206,2.0,1.207,1.0,0.09375,0.6563,0.0,3.0,45.0,1.4,1.141,5.253,2.052,0.01645,3.0,8.0,45.0,63.0,1.4,0.1827,0.006024,0.001004,56.0,9.526,0.0,0.0,1.7837576,3191.0,2.383375e-05,0.5690413,0.0066666664,2.0,1953.0,-6.0328516e-06,0.064116016,12.727888,543.0,27730.676,434.78812,0.0,510.0,0.0035547712,1109.4171,-8.919011,96.65647,382.0702,77.6076889038086
Q2_S1T3UF1vhSk_1,49.0,0.2157,0.5882,0.1961,2.0,2.0,3.0,3.0,0.75,0.6408,0.07042,0.02113,0.0,0.07042,0.06338,0.007042,0.1268,0.2183,1.333,0.4924,0.0,4.0,4.0,0.1471,0.0,0.05998,0.2421,0.00646,0.09377,0.1115,0.1793,0.06504,0.4177,0.0,0.0,0.4356,0.3395,0.0,153.0,0.2876,0.366,0.125,12.0,0.5,1.0,8.0,1.627,1.0,0.09375,0.1068,0.0,1.0,53.0,1.113,3.217,4.31,3.748,0.03268,1.0,15.0,53.0,59.0,1.113,0.1844,0.01536,0.002561,72.0,9.719,3.27379e-10,2199.0,2.0872679,2838.0,0.00012230605,1.4838051,0.0030555557,2958.0,1100.0,-2.3385641e-07,0.004244708,0.20805143,3178.0,26657.486,420.2178,31.25,3179.0,0.0032766068,186.13858,-9.475959,198.4797,374.9999,106.41069793701172
Q1_SQDuF0qxGQw_0,44.0,0.2222,0.688,0.08974,3.0,2.0,7.0,3.0,0.6111,0.4802,0.08416,0.0,0.0,0.1782,0.08416,0.0198,0.1089,0.3069,1.167,0.4486,7.0,0.0,7.0,0.1624,0.0,0.02727,0.1944,0.001222,0.1085,0.2006,0.1416,0.06568,0.1408,0.0,3.506e-05,0.5703,0.2172,0.1033,234.0,0.02991,0.3248,0.125,12.0,1.0,0.8776,2.0,0.7525,1.0,0.04427,0.3333,0.0,0.0,49.0,1.195,1.055,6.195,2.907,0.01282,0.0,10.0,49.0,41.0,1.195,0.2571,0.05378,0.02017,65.0,9.774,1.8761433e-08,8.0,2.9503443,2542.0,-2.222384e-05,0.42,0.008055556,2981.0,2004.0,4.6418901e-07,0.00726503,0.71844,1925.0,31896.58,465.09464,31.25,1898.0,0.0051096934,487.26205,-1.9273093,37.285275,398.8495,118.4841766357422
Q4_VCSDjQxAJzc_2,50.0,0.5133,0.4779,0.00885,5.0,1.0,12.0,3.0,0.625,0.4444,0.009259,0.01852,0.009259,0.09259,0.03704,0.01852,0.1481,0.463,0.7143,0.5701,0.0,4.0,4.0,0.1643,0.0,0.03376,0.2294,0.000768,0.1466,0.1484,0.1527,0.07091,0.3347,0.0,0.0,0.495,0.1721,0.0,113.0,0.2743,0.3097,0.125,12.0,2.0,0.8077,2.0,0.6447,1.0,0.2318,1.805,1.199,0.0,40.0,1.25,1.046,3.768,1.83,0.04425,0.0,10.0,40.0,50.0,1.25,0.3561,0.02778,0.002525,64.0,15.1,4.2465179e-10,2793.0,2.703204,2023.0,-9.9788405e-05,0.7859521,0.0058333334,71.0,2399.0,-5.2550564e-07,0.0034004967,0.11921331,1573.0,20919.71,447.95566,31.25,1574.0,0.0009785901,181.41493,-11.439159,258.9163,375.02856,129.6803741455078
Q4_5Ju9q1N2x0E_1,57.0,0.3498,0.6059,0.04433,5.0,2.0,12.0,4.0,0.873,0.6097,0.1173,0.007653,0.0,0.1403,0.08673,0.02806,0.1607,0.148,0.9583,0.5029,7.0,0.0,7.0,0.1704,0.0,0.01348,0.193,0.0,0.1321,0.185,0.1201,0.0569,0.2728,0.0,0.0,0.6287,0.2483,0.1231,406.0,0.0665,0.3128,0.125,12.0,0.25,1.0,1.0,1.185,1.0,0.08854,0.0,0.0,0.0,44.0,1.477,1.596,8.441,3.252,0.07882,0.0,10.0,44.0,65.0,1.477,0.2108,0.004157,0.006532,83.0,13.86,2.0492223e-08,1075.0,2.2016966,3745.0,5.121706e-05,0.060897492,0.004166667,1520.0,723.0,-5.9444943e-07,0.009365621,0.9341621,2532.0,27825.254,400.1901,0.0,3912.0,0.0032839885,888.05133,-10.047537,119.39798,375.08624,129.91954040527344
Q1_1vjy9oMFa8c_5,67.0,0.4535,0.3469,0.1995,4.0,2.0,12.0,1.0,0.3614,0.4704,0.08065,0.002688,0.0,0.06452,0.05645,0.03226,0.2231,0.457,0.9,0.4269,7.0,0.0,7.0,0.189,0.0,0.03493,0.181,0.004497,0.0922,0.1897,0.111,0.103,0.1384,0.0,0.001018,0.6217,0.2126,0.0727,441.0,0.04308,0.6712,0.125,8.0,0.75,0.3886,2.0,1.622,1.0,0.09375,0.1693,0.0,0.0,49.0,1.469,2.314,7.351,1.6,0.006803,0.0,13.0,49.0,72.0,1.469,0.3498,0.02591,0.003534,70.0,12.29,1.4497129e-09,5881.0,3.0890274,2187.0,-2.4835206e-05,0.6018397,0.009722222,3821.0,4293.0,-1.4270993e-06,0.0073144543,0.8803147,3208.0,30572.844,431.64023,0.0,3877.0,-0.0015387301,294.01782,-7.8183775,163.89978,385.34494,144.67996215820312
Q2_JMt4m608s3k_2,72.0,0.4555,0.2451,0.2993,2.0,2.0,12.0,2.0,0.3895,0.483,0.01828,0.007833,0.002611,0.09661,0.01567,0.01828,0.248,0.3995,0.8889,0.4814,0.0,7.0,7.0,0.1888,0.0,0.01414,0.2004,0.003459,0.1221,0.1888,0.1249,0.0311,0.3218,0.0,0.0,0.3364,0.03254,0.6301,461.0,0.01952,0.1952,0.125,12.0,0.5,0.6446,2.0,1.175,1.0,0.0599,0.1823,0.1708,0.0,43.0,1.256,1.224,12.21,5.746,0.1497,0.0,12.0,43.0,54.0,1.256,0.2563,0.0322,0.0,87.0,11.11,3.912897e-09,2804.0,2.2615535,1879.0,-3.9813727e-05,0.6151087,0.012777778,1655.0,3194.0,-6.6582516e-07,0.009900149,0.5406975,907.0,25902.42,446.39767,31.25,351.0,0.00010067345,370.93542,-3.637727,61.957645,394.7079,105.96526336669922
Q1_DX1IK3z1w10_1,60.0,0.2994,0.2587,0.4419,6.0,2.0,12.0,1.0,0.3636,0.3934,0.0,0.007353,0.0,0.04044,0.05515,0.01838,0.2022,0.511,1.7,0.4743,0.0,5.0,5.0,0.1625,0.0,0.02407,0.1886,0.003631,0.1625,0.1472,0.1304,0.06754,0.3925,0.0,0.0,0.4014,0.09092,0.05262,344.0,0.03198,0.2355,0.125,12.0,0.5,0.8936,2.0,1.187,1.0,0.1094,0.5026,0.0,0.0,41.0,1.244,1.027,9.363,5.534,0.02616,0.0,11.0,41.0,51.0,1.244,0.349,0.01477,0.00277,69.0,13.17,3.2942467e-09,3064.0,3.4385788,1223.0,-7.846334e-05,0.7265749,0.016111111,2149.0,131.0,1.9819965e-06,0.008252548,0.9423591,1859.0,31611.459,439.46646,31.25,1225.0,-0.0020879153,384.90823,-3.5202398,60.594402,397.4384,101.83390808105467
Q3_Oku8sIpTMAE_0,25.0,0.0,0.5179,0.4821,4.0,1.0,1.0,3.0,0.8182,0.3636,0.1455,0.2,0.0,0.01818,0.1273,0.07273,0.01818,0.1273,3.0,0.4894,2.0,1.0,1.0,0.1417,0.0,0.1417,0.2062,0.03878,0.113,0.08594,0.1009,0.08426,0.0,0.0,0.0,0.9516,0.4516,0.0,56.0,0.6786,0.5714,0.125,12.0,12.0,0.8235,1.0,-0.6505,1.0,0.3203,0.8281,0.0,0.0,49.0,1.195,1.103,1.436,0.6902,0.01786,0.0,28.0,49.0,41.0,1.195,0.2241,0.0,0.0,63.0,12.98,0.0,7.0,2.7796018,1039.0,-7.299585e-06,2.83989,0.006388889,7.0,3514.0,-1.061407e-05,0.06716479,11.798489,1035.0,18326.357,462.70215,0.0,495.0,-0.0020377152,1725.7325,-5.2522006,49.747116,401.02856,135.41015625
Q1_doM_LWo-74A_3,72.0,0.1868,0.3462,0.467,4.0,2.0,12.0,3.0,0.5769,0.5133,0.02,0.006667,0.0,0.09333,0.05333,0.01333,0.1733,0.3067,1.154,0.4354,0.0,7.0,7.0,0.1685,0.0,0.006821,0.2296,0.004099,0.1093,0.1685,0.1467,0.04075,0.3312,0.0,0.0,0.2179,0.1363,0.3621,182.0,0.0,0.3681,0.125,4.0,0.75,0.8919,3.0,0.8438,1.0,0.07292,0.276,0.1874,0.0,42.0,1.238,1.555,10.11,1.143,0.1978,0.0,13.0,42.0,52.0,1.238,0.3198,0.01432,0.009547,68.0,8.907,9.0837876e-10,1787.0,2.6003757,267.0,2.9013667e-05,0.4850031,0.011666667,372.0,1020.0,-1.042337e-05,0.013356403,1.5069797,668.0,29730.342,439.29858,0.0,670.0,0.028257007,1784.3005,-3.8657215,25.418629,390.4201,103.87367248535156
Q4_TOXg4-ZGb-g_2,48.0,0.2857,0.6134,0.1008,3.0,2.0,4.0,3.0,0.9231,0.4655,0.01724,0.008621,0.0431,0.09483,0.07759,0.02586,0.1034,0.3362,0.6923,0.5439,0.0,7.0,7.0,0.1264,0.0,0.01425,0.2116,0.06316,0.1026,0.1264,0.1925,0.04561,0.5521,0.0002184,0.000312,0.3049,0.1241,0.4104,119.0,0.2689,0.4958,0.125,12.0,3.0,0.7143,1.0,0.8462,1.0,0.1458,0.9766,0.0,0.0,40.0,1.05,1.553,2.768,1.046,0.05042,0.0,21.0,40.0,42.0,1.05,0.4413,0.02222,0.0,55.0,13.66,8.012988e-11,4121.0,3.1556375,2029.0,-0.00014415896,0.93598807,0.0027777776,2035.0,3588.0,-1.7178937e-06,0.0048416653,1.0094569,4160.0,15636.691,414.42245,31.25,4161.0,-0.00076258404,152.51846,-9.959145,224.01175,375.33374,123.2086944580078
